position,player_name,total_score,r4_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
CUT,"Johnson, Zach",5,null,1.403,-0.233,0.292,-1.742,-1.683,-0.28
CUT,"Kanaya, Takumi",5,null,-1.235,-0.132,1.037,0.049,0.955,-0.28
CUT,"Koepka, Brooks",6,null,-2.596,1.7,-0.055,0.171,1.816,-0.78
CUT,"Palmer, Ryan",6,null,1.086,-1.421,-1.091,0.646,-1.866,-0.78
CUT,"Weir, Mike",6,null,-1.221,1.469,-1.087,0.059,0.441,-0.78
CUT,"Spieth, Jordan",6,null,-0.647,1.536,-1.8,0.131,-0.133,-0.78
CUT,"Herbert, Lucas",6,null,1.36,-0.841,-0.32,-0.98,-2.14,-0.78
CUT,"Cink, Stewart",7,null,-0.941,-0.987,0.476,0.173,-0.339,-1.28
CUT,"Ancer, Abraham",7,null,2.723,-2.868,-1.388,0.252,-4.003,-1.28
CUT,"Schauffele, Xander",7,null,0.12,-0.593,-0.687,-0.12,-1.399,-1.28
CUT,"Nakajima, Keita",7,null,0.369,0.259,-1.742,-0.166,-1.649,-1.28
CUT,"Greaser, Austin",7,null,0,-1.26,-0.187,0.167,-1.28,-1.28
CUT,"Woodland, Gary",8,null,-3.191,-0.323,0.521,1.214,1.411,-1.78
CUT,"Molinari, Francesco",8,null,-1.415,-0.993,0.64,-0.012,-0.365,-1.78
CUT,"List, Luke",8,null,-0.607,0.327,-2.417,0.916,-1.173,-1.78
CUT,"Van Rooyen, Erik",8,null,-1.219,-0.243,-0.795,0.476,-0.561,-1.78
CUT,"Rose, Justin",8,null,1.007,-0.598,-1.553,-0.636,-2.787,-1.78
CUT,"Migliozzi, Guido",8,null,2.327,-0.567,-1.053,-2.487,-4.107,-1.78
CUT,"Langer, Bernhard",8,null,-0.503,-0.423,-0.88,0.026,-1.277,-1.78
CUT,"Young, Cameron",10,null,-1.268,0.24,-1.674,-0.078,-1.512,-2.78
CUT,"Couples, Fred",10,null,-1.074,0.302,-0.903,-1.105,-1.706,-2.78
CUT,"Higgo, Garrick",11,null,-1.062,-1.443,-1.432,0.656,-2.218,-3.28
CUT,"Piot, James",11,null,-0.561,-0.581,-1.112,-1.027,-2.719,-3.28
CUT,"Mize, Larry",11,null,1.525,-0.493,-1.156,-3.156,-4.805,-3.28
CUT,"Jarvis, Aaron",11,null,0.072,-1.523,-0.315,-1.514,-3.352,-3.28
CUT,"DeChambeau, Bryson",12,null,0.045,-1.497,-1.688,-0.639,-3.825,-3.78
CUT,"Singh, Vijay",14,null,-2.521,-0.852,-0.557,-0.85,-2.259,-4.78
CUT,"Lyle, Sandy",14,null,-0.736,0.15,-2.832,-1.361,-4.044,-4.78
CUT,"Wolff, Matthew",15,null,0.311,-0.824,-2.76,-2.007,-5.591,-5.28
CUT,"Pieters, Thomas",15,null,-1.328,-1.188,-1.092,-1.672,-3.952,-5.28
CUT,"Hagestad, Stewart",16,null,-1.679,-0.678,-3.462,0.039,-4.101,-5.78
CUT,"Olazabal, Jose Maria",17,null,-2.651,0.378,-1.822,-2.185,-3.628,-6.28
CUT,"Shepherd, Laird",22,null,-0.524,-2.353,-2.509,-3.394,-8.256,-8.78
WD,"Oosthuizen, Louis",4,null,-1.04,-0.759,-1.497,1.129,-1.127,-2.167
